FinalID,MaxTol,SAFIT1,SAFIT2,Class,Order,FunctionalFeedingGroup,subfamily,CustomSTE
Pisidium idahoense,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium insigne,NA,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium lilljeborgi,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium nitidum,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium punctatum,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium punctiferum,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium rotundatum,NA,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium subtruncatum,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium ultramontanum,NA,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium variabile,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium ventricosum,NA,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Pisidium walkeri,8,Pisidium,Pisidium,Bivalvia,Veneroida,CF,,Pisidium
Placobdella,6,Placobdella,Placobdella,Hirudinea,Rhynchobdellida,PA,,Placobdella
Placobdella translucens,6,Placobdella,Placobdella,Hirudinea,Rhynchobdellida,PA,,Placobdella
Planariidae,4,Turbellaria,Turbellaria,Turbellaria,Tricladida,P,,Turbellaria
Planorbidae,6,Planorbidae,Planorbidae,Gastropoda,Basommatophora,SC,,Planorbidae
Plathemis,9,Plathemis,Plathemis,Insecta,Odonata,P,,Plathemis
Plathemis lydia,9,Plathemis,Plathemis,Insecta,Odonata,P,,Plathemis
Plathemis subornata,9,Plathemis,Plathemis,Insecta,Odonata,P,,Plathemis
Platyhydracarus,NA,Platyhydracarus,Platyhydracarus,Arachnida,Trombidiformes,P,,Platyhydracarus
Platyhydracarus juliani,NA,Platyhydracarus,Platyhydracarus,Arachnida,Trombidiformes,P,,Platyhydracarus
Platyhydracarus parvipalpis,NA,Platyhydracarus,Platyhydracarus,Arachnida,Trombidiformes,P,,Platyhydracarus
Platysmittia,5,Chironomidae,Platysmittia,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Platystictidae,NA,Platystictidae,Platystictidae,Insecta,Odonata,P,,Platystictidae
Platyvelia,NA,Platyvelia,Platyvelia,Insecta,Hemiptera,P,,Platyvelia
Platyvelia beameri,NA,Platyvelia,Platyvelia,Insecta,Hemiptera,P,,Platyvelia
Platyvelia brachialis,NA,Platyvelia,Platyvelia,Insecta,Hemiptera,P,,Platyvelia
Platyvelia summersi,NA,Platyvelia,Platyvelia,Insecta,Hemiptera,P,,Platyvelia
Plecoptera,NA,Plecoptera,Plecoptera,Insecta,Plecoptera,P,,Plecoptera
Pleidae,NA,Pleidae,Pleidae,Insecta,Hemiptera,P,,Pleidae
Pleuroceridae,6,Pleuroceridae,Pleuroceridae,Gastropoda,Sorbeoconcha,SC,,Pleuroceridae
Plumiperla,1,Plumiperla,Plumiperla,Insecta,Plecoptera,P,,Plumiperla
Plumiperla diversa,1,Plumiperla,Plumiperla,Insecta,Plecoptera,P,,Plumiperla
Plumiperla spinosa,1,Plumiperla,Plumiperla,Insecta,Plecoptera,P,,Plumiperla
Podmosta,2,Podmosta,Podmosta,Insecta,Plecoptera,SH,,Podmosta
Podmosta decepta,2,Podmosta,Podmosta,Insecta,Plecoptera,SH,,Podmosta
Podmosta delicatula,2,Podmosta delicatula,Podmosta delicatula,Insecta,Plecoptera,SH,,Podmosta delicatula
Podmosta obscura,2,Podmosta,Podmosta,Insecta,Plecoptera,SH,,Podmosta
Podocopida,8,Ostracoda,Podocopida,Ostracoda,Podocopida,CG,,Ostracoda
Podonominae,6,Chironomidae,Podonominae,Insecta,Diptera,CG,Podonominae,Podonominae
Polycelis,6,Polycelis,Polycelis,Turbellaria,Tricladida,CG,,Polycelis
Polycelis coronata,1,Polycelis,Polycelis,Turbellaria,Tricladida,OM,,Polycelis
Polycentropodidae,6,Polycentropodidae,Polycentropodidae,Insecta,Trichoptera,P,,Polycentropodidae
Polycentropus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus arizonensis,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus aztecus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus cinereus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus denningi,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus flavus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus gertschi,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus halidus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus remotus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polycentropus variegatus,6,Polycentropus,Polycentropus,Insecta,Trichoptera,P,,Polycentropus
Polypedilum,6,Chironomidae,Polypedilum,Insecta,Diptera,OM,Chironominae,Chironominae
Polypedilum albicorne,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum albinodus,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum angustum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum apicatum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum artifer,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum aviceps,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum californicum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum cinctum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum cultellatum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum digitifer,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum halterale,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum illinoense,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum isocerus,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum labeculosum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum laetum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum obelos,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum ophioides,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum parvum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum pedatum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum pterospilus,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum scalaenum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum sulaceps,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum trigonus,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum tritum,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polypedilum vibex,6,Chironomidae,Polypedilum,Insecta,Diptera,CG,Chironominae,Chironominae
Polyplectropus,6,Polyplectropus,Polyplectropus,Insecta,Trichoptera,P,,Polyplectropus
Polyplectropus charlesi,6,Polyplectropus charlesi,Polyplectropus charlesi,Insecta,Trichoptera,P,,Polyplectropus charlesi
Pomacea paludosa,NA,Pomacea,Pomacea,Gastropoda,Architaenioglossa,SC,,Pomacea
Pomatiopsis,NA,Pomatiopsis,Pomatiopsis,Gastropoda,Hypsogastropoda,SC,,Pomatiopsis
Pomoleuctra,0,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,SH,,Pomoleuctra
Pomoleuctra andersoni,0,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,SH,,Pomoleuctra
Pomoleuctra purcellana,0,Pomoleuctra,Pomoleuctra,Insecta,Plecoptera,SH,,Pomoleuctra
Postelichus,5,Postelichus,Postelichus,Insecta,Coleoptera,SH,,Postelichus
Postelichus confluentus,5,Postelichus,Postelichus,Insecta,Coleoptera,SH,,Postelichus
Postelichus immsi,5,Postelichus,Postelichus,Insecta,Coleoptera,SH,,Postelichus
Postelichus productus,5,Postelichus,Postelichus,Insecta,Coleoptera,SH,,Postelichus
Potamopyrgus,NA,Potamopyrgus,Potamopyrgus,Gastropoda,Hypsogastropoda,SC,,Potamopyrgus
Potamopyrgus antipodarum,8,Potamopyrgus antipodarum,Potamopyrgus antipodarum,Gastropoda,Hypsogastropoda,SC,,Potamopyrgus antipodarum
Potthastia,2,Chironomidae,Potthastia,Insecta,Diptera,CG,Diamesinae,Diamesinae
Potthastia gaedii group,2,Chironomidae,Potthastia gaedii group,Insecta,Diptera,CG,Diamesinae,Diamesinae
Potthastia longimana group,2,Chironomidae,Potthastia longimana group,Insecta,Diptera,CG,Diamesinae,Diamesinae
Prionocera,4,Prionocera,Prionocera,Insecta,Diptera,SH,Tipulinae,Prionocera
Prionocera oregonica,4,Prionocera,Prionocera,Insecta,Diptera,SH,Tipulinae,Prionocera
Prionocyphon,NA,Prionocyphon,Prionocyphon,Insecta,Coleoptera,SC,,Prionocyphon
Pristina,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina aequiseta,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina breviseta,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina foreli,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina leidyi,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina osborni,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristina sima,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristinella,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Pristinella jenkinae,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Probezzia,6,Probezzia,Probezzia,Insecta,Diptera,P,Ceratopogoninae,Probezzia
Procambarus,8,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus acutus,8,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus alleni,NA,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus clarkii,8,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus fallax,NA,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus pygmaeus,NA,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procambarus spiculifer,NA,Procambarus,Procambarus,Malacostraca,Decapoda,SH,,Procambarus
Procladius,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius barbatulus,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius bellus,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius culiciformis,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius denticulatus,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius freemani,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procladius sublettei,9,Chironomidae,Procladius,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Procloeon,4,Procloeon,Procloeon,Insecta,Ephemeroptera,CG,,Procloeon
Procloeon pennulatum,4,Procloeon,Procloeon pennulatum,Insecta,Ephemeroptera,CG,,Procloeon
Procloeon rivulare,4,Procloeon,Procloeon rivulare,Insecta,Ephemeroptera,CG,,Procloeon
Procloeon venosum,4,Procloeon venosum,Procloeon venosum,Insecta,Ephemeroptera,CG,,Procloeon venosum
Prodiamesa,3,Chironomidae,Prodiamesa,Insecta,Diptera,CG,Prodiamesinae,Prodiamesinae
Prodiamesinae,6,Chironomidae,Prodiamesinae,Insecta,Diptera,CG,Prodiamesinae,Prodiamesinae
Progomphus,4,Progomphus,Progomphus,Insecta,Odonata,P,,Progomphus
Progomphus borealis,4,Progomphus borealis,Progomphus borealis,Insecta,Odonata,P,,Progomphus borealis
Promenetus,7,Promenetus,Promenetus,Gastropoda,Basommatophora,CG,,Promenetus
Promenetus exacuous,NA,Promenetus,Promenetus,Gastropoda,Basommatophora,CG,,Promenetus
Promenetus umbilicatellus,NA,Promenetus,Promenetus,Gastropoda,Basommatophora,CG,,Promenetus
Prosimulium,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium caudatum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium constrictistylum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium davesi,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium dicentum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium dicum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium doveri,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium esselbaughi,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium exigens,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium flaviantennus,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium formosum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium frohnei,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium fulvithorax,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium fulvum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium idemai,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium imposter,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium longirostrum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium minifulvum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium rusticum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium secretum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium shewelli,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium travisi,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium uinta,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prosimulium unicum,3,Prosimulium,Prosimulium,Insecta,Diptera,CF,,Prosimulium
Prostoia,2,Prostoia,Prostoia,Insecta,Plecoptera,SH,,Prostoia
Prostoia besametsa,2,Prostoia besametsa,Prostoia besametsa,Insecta,Plecoptera,SH,,Prostoia besametsa
Prostoma,8,Prostoma,Prostoma,Enopla,Hoplonemertea,P,,Prostoma
Prostoma graecense,8,Prostoma,Prostoma,Enopla,Hoplonemertea,P,,Prostoma
Prostoma rubrum,NA,Prostoma,Prostoma,Enopla,Hoplonemertea,P,,Prostoma
Protanypus,6,Chironomidae,Protanypus,Insecta,Diptera,CG,Diamesinae,Diamesinae
Protochauliodes,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes aridus,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes cascadius,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes infuscatus,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes minimus,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes montivagus,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes simplus,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protochauliodes spenceri,0,Protochauliodes,Protochauliodes,Insecta,Megaloptera,P,,Protochauliodes
Protoptila,1,Protoptila,Protoptila,Insecta,Trichoptera,SC,,Protoptila
Protoptila balmorhea,1,Protoptila,Protoptila,Insecta,Trichoptera,SC,,Protoptila
Protoptila coloma,1,Protoptila,Protoptila,Insecta,Trichoptera,SC,,Protoptila
Protoptila erotica,1,Protoptila,Protoptila,Insecta,Trichoptera,SC,,Protoptila
Protzia,8,Protzia,Protzia,Arachnida,Trombidiformes,P,,Protzia
Psectrocladius,8,Chironomidae,Psectrocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psectrocladius barbimanus,8,Chironomidae,Psectrocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psectrocladius brevicosta,8,Chironomidae,Psectrocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psectrocladius spinifer,8,Chironomidae,Psectrocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psectrocladius vernalis,8,Chironomidae,Psectrocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psectrotanypus,10,Chironomidae,Psectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Psectrotanypus discolor,10,Chironomidae,Psectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Psectrotanypus dyari,10,Chironomidae,Psectrotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Psephenidae,4,Psephenidae,Psephenidae,Insecta,Coleoptera,SC,,Psephenidae
Psephenus,4,Psephenus,Psephenus,Insecta,Coleoptera,SC,,Psephenus
Psephenus arizonensis,4,Psephenus,Psephenus,Insecta,Coleoptera,SC,,Psephenus
Psephenus falli,4,Psephenus falli,Psephenus falli,Insecta,Coleoptera,SC,,Psephenus falli
Psephenus minckleyi,4,Psephenus,Psephenus,Insecta,Coleoptera,SC,,Psephenus
Psephenus montanus,4,Psephenus,Psephenus,Insecta,Coleoptera,SC,,Psephenus
Psephenus murvoshi,4,Psephenus,Psephenus,Insecta,Coleoptera,SC,,Psephenus
Pseudochironomini,NA,Chironomidae,Pseudochironomini,Insecta,Diptera,CG,Chironominae,Chironominae
Pseudochironomus,5,Chironomidae,Pseudochironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Pseudochironomus richardsoni,5,Chironomidae,Pseudochironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Pseudocloeon,4,Pseudocloeon,Pseudocloeon,Insecta,Ephemeroptera,CG,,Pseudocloeon
Pseudocloeon apache,4,Pseudocloeon,Pseudocloeon apache,Insecta,Ephemeroptera,CG,,Pseudocloeon
Pseudocloeon dardanum,4,Pseudocloeon,Pseudocloeon dardanum,Insecta,Ephemeroptera,CG,,Pseudocloeon
Pseudocloeon propinquum,NA,Pseudocloeon,Pseudocloeon propinquum,Insecta,Ephemeroptera,CG,,Pseudocloeon
Pseudocorixa,8,Pseudocorixa,Pseudocorixa,Insecta,Hemiptera,P,,Pseudocorixa
Pseudocorixa beameri,8,Pseudocorixa beameri,Pseudocorixa beameri,Insecta,Hemiptera,P,,Pseudocorixa beameri
Pseudodiamesa,6,Chironomidae,Pseudodiamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Pseudodiamesa branickii,6,Chironomidae,Pseudodiamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Pseudoleon,9,Pseudoleon,Pseudoleon,Insecta,Odonata,P,,Pseudoleon
Pseudoleon superbus,9,Pseudoleon superbus,Pseudoleon superbus,Insecta,Odonata,P,,Pseudoleon superbus
Pseudolimnophila,4,Pseudolimnophila,Pseudolimnophila,Insecta,Diptera,SH,Limoniinae,Pseudolimnophila
Pseudorthocladius,0,Chironomidae,Pseudorthocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudorthocladius dumicaudus,0,Chironomidae,Pseudorthocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudorthocladius uniserratus,0,Chironomidae,Pseudorthocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudosmittia,6,Chironomidae,Pseudosmittia,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudosmittia forcipata,6,Chironomidae,Pseudosmittia,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudosmittia nanseni,6,Chironomidae,Pseudosmittia,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Pseudostenophylax,1,Pseudostenophylax,Pseudostenophylax,Insecta,Trichoptera,SH,,Pseudostenophylax
Pseudostenophylax edwardsi,1,Pseudostenophylax edwardsi,Pseudostenophylax edwardsi,Insecta,Trichoptera,SH,,Pseudostenophylax edwardsi
Pseudotorrenticola,5,Pseudotorrenticola,Pseudotorrenticola,Arachnida,Trombidiformes,P,,Pseudotorrenticola
Psilometriocnemus,5,Chironomidae,Psilometriocnemus,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Psorophora,NA,Psorophora,Psorophora,Insecta,Diptera,OM,,Psorophora
Psorophora columbiae,NA,Psorophora,Psorophora,Insecta,Diptera,OM,,Psorophora
Psorophora discolor,NA,Psorophora,Psorophora,Insecta,Diptera,OM,,Psorophora
Psorophora howardii,NA,Psorophora,Psorophora,Insecta,Diptera,OM,,Psorophora
Psorophora signipennis,NA,Psorophora,Psorophora,Insecta,Diptera,OM,,Psorophora
Psychoda,10,Psychoda,Psychoda,Insecta,Diptera,CG,,Psychoda
Psychodidae,10,Psychodidae,Psychodidae,Insecta,Diptera,CG,,Psychodidae
Psychoglypha,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha alascensis,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha avigo,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha bella,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,CG,,Psychoglypha
Psychoglypha browni,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha klamathi,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha leechi,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha mazamae,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,CG,,Psychoglypha
Psychoglypha ormiae,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha prita,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha schuhi,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,SH,,Psychoglypha
Psychoglypha subborealis,2,Psychoglypha,Psychoglypha,Insecta,Trichoptera,CG,,Psychoglypha
Psychomyia,2,Psychomyia,Psychomyia,Insecta,Trichoptera,CG,,Psychomyia
Psychomyia flavida,2,Psychomyia,Psychomyia flavida,Insecta,Trichoptera,CG,,Psychomyia
Psychomyia lumina,2,Psychomyia,Psychomyia lumina,Insecta,Trichoptera,CG,,Psychomyia
Psychomyia nomada,2,Psychomyia,Psychomyia nomada,Insecta,Trichoptera,CG,,Psychomyia
Psychomyiidae,2,Psychomyiidae,Psychomyiidae,Insecta,Trichoptera,SC,,Psychomyiidae
Pteronarcella,0,Pteronarcella,Pteronarcella,Insecta,Plecoptera,OM,,Pteronarcella
Pteronarcella badia,0,Pteronarcella,Pteronarcella badia,Insecta,Plecoptera,OM,,Pteronarcella
Pteronarcella regularis,0,Pteronarcella,Pteronarcella regularis,Insecta,Plecoptera,OM,,Pteronarcella
Pteronarcyidae,0,Pteronarcyidae,Pteronarcyidae,Insecta,Plecoptera,OM,,Pteronarcyidae
Pteronarcys,0,Pteronarcys,Pteronarcys,Insecta,Plecoptera,OM,,Pteronarcys
Pteronarcys californica,1,Pteronarcys,Pteronarcys californica,Insecta,Plecoptera,OM,,Pteronarcys
Pteronarcys princeps,0,Pteronarcys,Pteronarcys princeps,Insecta,Plecoptera,OM,,Pteronarcys
Ptiliidae,NA,Ptiliidae,Ptiliidae,Insecta,Coleoptera,SC,,Ptiliidae
Ptilodactylidae,NA,Ptilodactylidae,Ptilodactylidae,Insecta,Coleoptera,SH,,Ptilodactylidae
Ptilostomis,4,Ptilostomis,Ptilostomis,Insecta,Trichoptera,SH,,Ptilostomis
Ptilostomis ocellifera,4,Ptilostomis ocellifera,Ptilostomis ocellifera,Insecta,Trichoptera,SH,,Ptilostomis ocellifera
Ptychoptera,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera byersi,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera lenis,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera minor,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera monoensis,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera pendula,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera sculleni,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera townesi,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychoptera uta,7,Ptychoptera,Ptychoptera,Insecta,Diptera,CG,,Ptychoptera
Ptychopteridae,7,Ptychopteridae,Ptychopteridae,Insecta,Diptera,CG,,Ptychopteridae
Pycnopsyche,2,Pycnopsyche,Pycnopsyche,Insecta,Trichoptera,SH,,Pycnopsyche
Pycnopsyche guttifer,2,Pycnopsyche guttifer,Pycnopsyche guttifer,Insecta,Trichoptera,SH,,Pycnopsyche guttifer
Pyrgulopsis,NA,Pyrgulopsis,Pyrgulopsis,Gastropoda,Hypsogastropoda,SC,,Pyrgulopsis
Pyrgulopsis archimedis,NA,Pyrgulopsis,Pyrgulopsis,Gastropoda,Hypsogastropoda,SC,,Pyrgulopsis
Pyrrhalta,NA,Pyrrhalta,Pyrrhalta,Insecta,Coleoptera,SH,,Pyrrhalta
Quadrula,NA,Quadrula,Quadrula,Bivalvia,Unionoida,CF,,Quadrula
Quadrula cylindrica,NA,Quadrula,Quadrula,Bivalvia,Unionoida,CF,,Quadrula
Quistadrilus,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Quistadrilus multisetosus,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Radotanypus,7,Chironomidae,Radotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Radotanypus florens,7,Chironomidae,Radotanypus,Insecta,Diptera,P,Tanypodinae,Tanypodinae
