FinalID,MaxTol,SAFIT1,SAFIT2,Class,Order,FunctionalFeedingGroup,subfamily,CustomSTE
Diamesa garretti,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa haydaki,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa heteropus,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa japonica,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa leona,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa nivicavernicola,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa sonorae,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesa spinacies,5,Chironomidae,Diamesa,Insecta,Diptera,CG,Diamesinae,Diamesinae
Diamesinae,2,Chironomidae,Diamesinae,Insecta,Diptera,CG,Diamesinae,Diamesinae
Dibusa,4,Dibusa,Dibusa,Insecta,Trichoptera,SH,,Dibusa
Dicosmoecus,1,Dicosmoecus,Dicosmoecus,Insecta,Trichoptera,OM,,Dicosmoecus
Dicosmoecus atripes,1,Dicosmoecus,Dicosmoecus atripes,Insecta,Trichoptera,OM,,Dicosmoecus
Dicosmoecus gilvipes,2,Dicosmoecus,Dicosmoecus gilvipes,Insecta,Trichoptera,SC,,Dicosmoecus
Dicosmoecus pallicornis,1,Dicosmoecus,Dicosmoecus pallicornis,Insecta,Trichoptera,OM,,Dicosmoecus
Dicranota,3,Dicranota,Dicranota,Insecta,Diptera,P,Limoniinae,Dicranota
Dicrotendipes,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes adnilus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes aethiops,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes californicus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes crypticus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes fumidus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes milleri,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CG,Chironominae,Chironominae
Dicrotendipes modestus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CF,Chironominae,Chironominae
Dicrotendipes nervosus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CF,Chironominae,Chironominae
Dicrotendipes tritomus,8,Chironomidae,Dicrotendipes,Insecta,Diptera,CF,Chironominae,Chironominae
Dina,8,Dina,Dina,Hirudinea,Arhynchobdellida,P,,Dina
Dineutus,4,Dineutus,Dineutus,Insecta,Coleoptera,P,,Dineutus
Dineutus solitarius,4,Dineutus,Dineutus,Insecta,Coleoptera,P,,Dineutus
Dineutus sublineatus,4,Dineutus,Dineutus sublineatus,Insecta,Coleoptera,P,,Dineutus
Diphetor,5,Diphetor,Diphetor,Insecta,Ephemeroptera,CG,,Diphetor
Diphetor hageni,5,Diphetor hageni,Diphetor hageni,Insecta,Ephemeroptera,CG,,Diphetor hageni
Diplectrona,0,Diplectrona,Diplectrona,Insecta,Trichoptera,CF,,Diplectrona
Diplectrona californica,0,Diplectrona californica,Diplectrona californica,Insecta,Trichoptera,CF,,Diplectrona californica
Diplocladius,5,Chironomidae,Diplocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Disonycha,NA,Disonycha,Disonycha,Insecta,Coleoptera,SH,,Disonycha
Diura,2,Diura,Diura,Insecta,Plecoptera,P,,Diura
Diura knowltoni,2,Diura knowltoni,Diura knowltoni,Insecta,Plecoptera,P,,Diura knowltoni
Dixa,2,Dixa,Dixa,Insecta,Diptera,CG,,Dixa
Dixella,2,Dixella,Dixella,Insecta,Diptera,CG,,Dixella
Dixidae,2,Dixidae,Dixidae,Insecta,Diptera,CG,,Dixidae
Djalmabatista,7,Chironomidae,Djalmabatista,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Djalmabatista pulcher,7,Chironomidae,Djalmabatista,Insecta,Diptera,P,Tanypodinae,Tanypodinae
Doddsia,2,Doddsia,Doddsia,Insecta,Plecoptera,OM,,Doddsia
Doddsia occidentalis,2,Doddsia occidentalis,Doddsia occidentalis,Insecta,Plecoptera,OM,,Doddsia occidentalis
Doithrix,5,Chironomidae,Doithrix,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Doithrix barberi,5,Chironomidae,Doithrix,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Doithrix ensifer,5,Chironomidae,Doithrix,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Dolichopodidae,4,Dolichopodidae,Dolichopodidae,Insecta,Diptera,P,,Dolichopodidae
Dolophilodes,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes aequalis,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes andora,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes columbia,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes dorcus,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes novusamericanus,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes pallidipes,2,Dolophilodes,Dolophilodes,Insecta,Trichoptera,CF,,Dolophilodes
Dolophilodes/ Sisko,3,Dolophilodes/ Sisko,Dolophilodes/ Sisko,Insecta,Trichoptera,CF,,Dolophilodes/ Sisko
Donacia,NA,Donacia,Donacia,Insecta,Coleoptera,SH,,Donacia
Doroneuria,1,Doroneuria,Doroneuria,Insecta,Plecoptera,P,,Doroneuria
Doroneuria baumanni,1,Doroneuria baumanni,Doroneuria baumanni,Insecta,Plecoptera,P,,Doroneuria baumanni
Dreissena,NA,Dreissena,Dreissena,Bivalvia,Veneroida,CF,,Dreissena
Dreissena bugensis,NA,Dreissena,Dreissena bugensis,Bivalvia,Veneroida,CF,,Dreissena
Dreissena polymorpha,NA,Dreissena,Dreissena polymorpha,Bivalvia,Veneroida,CF,,Dreissena
Dreissenidae,NA,Dreissenidae,Dreissenidae,Bivalvia,Veneroida,CF,,Dreissenidae
Drunella,0,Drunella,Drunella,Insecta,Ephemeroptera,CG,,Drunella
Drunella coloradensis,0,Drunella,Drunella coloradensis,Insecta,Ephemeroptera,P,,Drunella
Drunella doddsii,0,Drunella,Drunella doddsii,Insecta,Ephemeroptera,CG,,Drunella
Drunella flavilinea,0,Drunella,Drunella flavilinea,Insecta,Ephemeroptera,CG,,Drunella
Drunella grandis,0,Drunella,Drunella grandis,Insecta,Ephemeroptera,CG,,Drunella
Drunella pelosa,0,Drunella,Drunella pelosa,Insecta,Ephemeroptera,CG,,Drunella
Drunella spinifera,0,Drunella,Drunella spinifera,Insecta,Ephemeroptera,P,,Drunella
Dryopidae,5,Dryopidae,Dryopidae,Insecta,Coleoptera,SH,,Dryopidae
Dryops,5,Dryops,Dryops,Insecta,Coleoptera,SH,,Dryops
Dryops arizonensis,5,Dryops arizonensis,Dryops arizonensis,Insecta,Coleoptera,SH,,Dryops arizonensis
Dubiraphia,6,Dubiraphia,Dubiraphia,Insecta,Coleoptera,CG,,Dubiraphia
Dubiraphia brunnescens,6,Dubiraphia,Dubiraphia,Insecta,Coleoptera,CG,,Dubiraphia
Dubiraphia giulianii,6,Dubiraphia,Dubiraphia,Insecta,Coleoptera,CG,,Dubiraphia
Dugesia,4,Turbellaria,Turbellaria,Turbellaria,Tricladida,OM,,Turbellaria
Dugesia tigrina,4,Turbellaria,Turbellaria,Turbellaria,Tricladida,P,,Turbellaria
Dysmicohermes,0,Dysmicohermes,Dysmicohermes,Insecta,Megaloptera,P,,Dysmicohermes
Dysmicohermes disjunctus,0,Dysmicohermes,Dysmicohermes,Insecta,Megaloptera,P,,Dysmicohermes
Dysmicohermes ingens,0,Dysmicohermes,Dysmicohermes,Insecta,Megaloptera,P,,Dysmicohermes
Dythemis,9,Dythemis,Dythemis,Insecta,Odonata,P,,Dythemis
Dythemis fugax,9,Dythemis,Dythemis,Insecta,Odonata,P,,Dythemis
Dythemis nigrescens,9,Dythemis,Dythemis,Insecta,Odonata,P,,Dythemis
Dythemis velox,9,Dythemis,Dythemis,Insecta,Odonata,P,,Dythemis
Dytiscidae,5,Dytiscidae,Dytiscidae,Insecta,Coleoptera,P,,Dytiscidae
Dytiscinae,5,Dytiscinae,Dytiscinae,Insecta,Coleoptera,P,Dytiscinae,Dytiscinae
Dytiscus,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus alaskanus,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus circumcinctus,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus cordieri,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus dauricus,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus habilis,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus hatchi,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus hybridus,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Dytiscus marginicollis,5,Dytiscus,Dytiscus,Insecta,Coleoptera,P,Dytiscinae,Dytiscus
Ecclisocosmoecus,4,Ecclisocosmoecus,Ecclisocosmoecus,Insecta,Trichoptera,SH,,Ecclisocosmoecus
Ecclisocosmoecus scylla,4,Ecclisocosmoecus scylla,Ecclisocosmoecus scylla,Insecta,Trichoptera,SH,,Ecclisocosmoecus scylla
Ecclisomyia,2,Ecclisomyia,Ecclisomyia,Insecta,Trichoptera,OM,,Ecclisomyia
Ecclisomyia bilera,2,Ecclisomyia,Ecclisomyia,Insecta,Trichoptera,OM,,Ecclisomyia
Ecclisomyia conspersa,2,Ecclisomyia,Ecclisomyia,Insecta,Trichoptera,OM,,Ecclisomyia
Ecclisomyia maculosa,2,Ecclisomyia,Ecclisomyia,Insecta,Trichoptera,OM,,Ecclisomyia
Ectoprocta,NA,Ectoprocta,Ectoprocta,,,CF,,Ectoprocta
Edmundsius,7,Edmundsius,Edmundsius,Insecta,Ephemeroptera,CG,,Edmundsius
Edmundsius agilis,7,Edmundsius agilis,Edmundsius agilis,Insecta,Ephemeroptera,CG,,Edmundsius agilis
Edotea montosa,NA,Edotea,Edotea,Malacostraca,Isopoda,CG,,Edotea
Elliptio,NA,Elliptio,Elliptio,Bivalvia,Unionoida,CF,,Elliptio
Elliptio buckleyi,NA,Elliptio,Elliptio,Bivalvia,Unionoida,CF,,Elliptio
Elmidae,4,Elmidae,Elmidae,Insecta,Coleoptera,CG,,Elmidae
Elodes,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes angusta,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes apicalis,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes aquatica,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes emarginata,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes impressa,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Elodes nunenmacheri,NA,Elodes,Elodes,Insecta,Coleoptera,SC,,Elodes
Empididae,6,Empididae,Empididae,Insecta,Diptera,P,,Empididae
Empidinae,6,Empididae,Empididae,Insecta,Diptera,P,Empidinae,Empididae
Enallagma,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma anna,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma basidens,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma boreale,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma carunculatum,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma civile,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma clausum,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma cyathigerum,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma ebrium,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma eiseni,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma novaehispaniae,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma praevarum,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enallagma semicirculare,9,Enallagma,Enallagma,Insecta,Odonata,P,,Enallagma
Enchytraeidae,10,Oligochaeta,Oligochaeta,Oligochaeta,Tubificida,CG,,Oligochaeta
Endochironomus,10,Chironomidae,Endochironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Endochironomus nigricans,10,Chironomidae,Endochironomus,Insecta,Diptera,CG,Chironominae,Chironominae
Endotribelos,6,Chironomidae,Endotribelos,Insecta,Diptera,CG,Chironominae,Chironominae
Endotribelos hesperium,6,Chironomidae,Endotribelos,Insecta,Diptera,CG,Chironominae,Chironominae
Enochrus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus aridus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus aridus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus californicus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus californicus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus carinatus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus carinatus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus cristatus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus cristatus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus cuspidatus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus cuspidatus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus diffusus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus diffusus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus fimbriatus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus fimbriatus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus hamiltoni,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus hamiltoni,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus ochraceus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus ochraceus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus perplexus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus perplexus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus piceus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus piceus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Enochrus pygmaeus,5,Enochrus,Enochrus,Insecta,Coleoptera,CG,,Enochrus
Enochrus pygmaeus,5,Enochrus,Enochrus,Insecta,Coleoptera,MH,,Enochrus
Eobrachycentrus,1,Eobrachycentrus,Eobrachycentrus,Insecta,Trichoptera,CF,,Eobrachycentrus
Eobrachycentrus gelidae,1,Eobrachycentrus gelidae,Eobrachycentrus gelidae,Insecta,Trichoptera,CF,,Eobrachycentrus gelidae
Eocosmoecus,0,Eocosmoecus,Eocosmoecus,Insecta,Trichoptera,SH,,Eocosmoecus
Eocosmoecus frontalis,0,Eocosmoecus,Eocosmoecus,Insecta,Trichoptera,OM,,Eocosmoecus
Eocosmoecus schmidi,0,Eocosmoecus,Eocosmoecus,Insecta,Trichoptera,OM,,Eocosmoecus
Epeorus,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus albertae,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus deceptivus,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus dulciana,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus grandis,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus hesperus,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus lagunitas,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus longimanus,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus margarita,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Epeorus permagnus,0,Epeorus,Epeorus,Insecta,Ephemeroptera,SC,,Epeorus
Ephemerella,1,Ephemerella,Ephemerella,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella alleni,1,Ephemerella,Ephemerella alleni,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella aurivillii,1,Ephemerella,Ephemerella aurivillii,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella dorothea,1,Ephemerella,Ephemerella dorothea,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella dorothea/excrucians,1,Ephemerella,Ephemerella dorothea/excrucians,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella excrucians,1,Ephemerella,Ephemerella excrucians,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella maculata,1,Ephemerella,Ephemerella maculata,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella tibialis,2,Ephemerella,Ephemerella tibialis,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella velmae,2,Ephemerella,Ephemerella velmae,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerella verruca,1,Ephemerella,Ephemerella verruca,Insecta,Ephemeroptera,CG,,Ephemerella
Ephemerellidae,1,Ephemerellidae,Ephemerellidae,Insecta,Ephemeroptera,CG,,Ephemerellidae
Ephemeridae,6,Ephemeridae,Ephemeridae,Insecta,Ephemeroptera,CG,,Ephemeridae
Ephydra,6,Ephydra,Ephydra,Insecta,Diptera,SH,,Ephydra
Ephydridae,6,Ephydridae,Ephydridae,Insecta,Diptera,CG,,Ephydridae
Epitheca,2,Epitheca,Epitheca,Insecta,Odonata,P,,Epitheca
Epitheca canis,2,Epitheca,Epitheca,Insecta,Odonata,P,,Epitheca
Epitheca spinigera,2,Epitheca,Epitheca,Insecta,Odonata,P,,Epitheca
Epoicocladius,NA,Chironomidae,Epoicocladius,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Erebaxonopsis,5,Erebaxonopsis,Erebaxonopsis,Arachnida,Trombidiformes,P,,Erebaxonopsis
Erebaxonopsis nearctica,5,Erebaxonopsis,Erebaxonopsis,Arachnida,Trombidiformes,P,,Erebaxonopsis
Eretes,5,Eretes,Eretes,Insecta,Coleoptera,P,Dytiscinae,Eretes
Eretes sticticus,5,Eretes sticticus,Eretes sticticus,Insecta,Coleoptera,P,Dytiscinae,Eretes sticticus
Eretmoptera,5,Chironomidae,Eretmoptera,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Eretmoptera browni,5,Chironomidae,Eretmoptera,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Erioptera,3,Erioptera,Erioptera,Insecta,Diptera,CG,Limoniinae,Erioptera
Eristalis,10,Syrphidae,Eristalis,Insecta,Diptera,CG,,Syrphidae
Erpetogomphus,4,Erpetogomphus,Erpetogomphus,Insecta,Odonata,P,,Erpetogomphus
Erpetogomphus compositus,4,Erpetogomphus,Erpetogomphus,Insecta,Odonata,P,,Erpetogomphus
Erpetogomphus crotalinus,4,Erpetogomphus,Erpetogomphus,Insecta,Odonata,P,,Erpetogomphus
Erpetogomphus designatus,4,Erpetogomphus,Erpetogomphus,Insecta,Odonata,P,,Erpetogomphus
Erpetogomphus lampropeltis,4,Erpetogomphus,Erpetogomphus,Insecta,Odonata,P,,Erpetogomphus
Erpobdella,8,Erpobdella,Erpobdella,Hirudinea,Arhynchobdellida,P,,Erpobdella
Erpobdella punctata,8,Erpobdella,Erpobdella,Hirudinea,Arhynchobdellida,P,,Erpobdella
Erpobdellidae,8,Erpobdellidae,Erpobdellidae,Hirudinea,Arhynchobdellida,P,,Erpobdellidae
Erythemis,9,Erythemis,Erythemis,Insecta,Odonata,P,,Erythemis
Erythemis collacata,9,Erythemis,Erythemis,Insecta,Odonata,P,,Erythemis
Erythemis simplicicollis,9,Erythemis,Erythemis,Insecta,Odonata,P,,Erythemis
Erythemis vesiculosa,9,Erythemis,Erythemis,Insecta,Odonata,P,,Erythemis
Erythrodiplax,9,Erythrodiplax,Erythrodiplax,Insecta,Odonata,P,,Erythrodiplax
Erythrodiplax basifusca,9,Erythrodiplax,Erythrodiplax,Insecta,Odonata,P,,Erythrodiplax
Erythrodiplax funerea,9,Erythrodiplax,Erythrodiplax,Insecta,Odonata,P,,Erythrodiplax
Estellacarus,5,Estellacarus,Estellacarus,Arachnida,Trombidiformes,P,,Estellacarus
Estelloxus,8,Estelloxus,Estelloxus,Arachnida,Trombidiformes,P,,Estelloxus
Eubrianax,4,Eubrianax,Eubrianax,Insecta,Coleoptera,SC,,Eubrianax
Eubrianax edwardsii,4,Eubrianax edwardsii,Eubrianax edwardsii,Insecta,Coleoptera,SC,,Eubrianax edwardsii
Eucapnopsis,1,Eucapnopsis,Eucapnopsis,Insecta,Plecoptera,SH,,Eucapnopsis
Eucapnopsis brevicauda,1,Eucapnopsis brevicauda,Eucapnopsis brevicauda,Insecta,Plecoptera,SH,,Eucapnopsis brevicauda
Eucorethra,7,Eucorethra,Eucorethra,Insecta,Diptera,P,,Eucorethra
Eucorethra underwoodi,7,Eucorethra underwoodi,Eucorethra underwoodi,Insecta,Diptera,P,,Eucorethra underwoodi
Eukiefferiella,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella brehmi group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella brevicalcar group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella claripennis,8,Chironomidae,Eukiefferiella,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Eukiefferiella claripennis group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella coerulescens,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella coerulescens group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella cyanea,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella cyanea group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella devonica,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella devonica group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella gracei group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella ilkleyensis,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eukiefferiella pseudomontana group,8,Chironomidae,Eukiefferiella,Insecta,Diptera,OM,Orthocladiinae,Orthocladiinae
Eulichadidae,NA,Eulichadidae,Eulichadidae,Insecta,Coleoptera,SH,,Eulichadidae
Eulimnichus,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus analis,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus californicus,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus evanescens,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus montanus,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus perpolitus,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Eulimnichus rusticus,NA,Eulimnichus,Eulimnichus,Insecta,Coleoptera,CG,,Eulimnichus
Euparyphus,8,Euparyphus,Euparyphus,Insecta,Diptera,CG,,Euparyphus
Eupera,NA,Eupera,Eupera,Bivalvia,Veneroida,CF,,Eupera
Eupera cubensis,NA,Eupera,Eupera,Bivalvia,Veneroida,CF,,Eupera
Euryhapsis,5,Chironomidae,Euryhapsis,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Euryhapsis annuliventris,5,Chironomidae,Euryhapsis,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Euryhapsis illoba,5,Chironomidae,Euryhapsis,Insecta,Diptera,CG,Orthocladiinae,Orthocladiinae
Eurylophella,1,Eurylophella,Eurylophella,Insecta,Ephemeroptera,CG,,Eurylophella
Eurylophella lodi,1,Eurylophella lodi,Eurylophella lodi,Insecta,Ephemeroptera,CG,,Eurylophella lodi
Exopalaemon,8,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,SH,,Exopalaemon
Exopalaemon carinicauda,8,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,SH,,Exopalaemon
Exopalaemon modestus,8,Exopalaemon,Exopalaemon,Malacostraca,Decapoda,SH,,Exopalaemon
Exosphaeroma,NA,Exosphaeroma,Exosphaeroma,Malacostraca,Isopoda,CG,,Exosphaeroma
Eylaidae,NA,Eylaidae,Eylaidae,Arachnida,Trombidiformes,P,,Eylaidae
Eylais,NA,Eylais,Eylais,Arachnida,Trombidiformes,P,,Eylais
Fallceon,4,Fallceon,Fallceon,Insecta,Ephemeroptera,CG,,Fallceon
Fallceon eatoni,4,Fallceon,Fallceon eatoni,Insecta,Ephemeroptera,CG,,Fallceon
Fallceon quilleri,4,Fallceon quilleri,Fallceon quilleri,Insecta,Ephemeroptera,CG,,Fallceon quilleri
Fallceon sonora,4,Fallceon,Fallceon sonora,Insecta,Ephemeroptera,CG,,Fallceon
Fallceon thermophilos,4,Fallceon,Fallceon thermophilos,Insecta,Ephemeroptera,CG,,Fallceon
Farula,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula davisi,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula geyseri,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula honeyi,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula jewetti,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula malkini,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula moweri,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula petersoni,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
Farula praelonga,0,Farula,Farula,Insecta,Trichoptera,SC,,Farula
